Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,MonthsInService,UniqueSubs,ActiveSubs,RetentionCalls,RetentionOffersAccepted,IncomeGroup,AdjustmentsToCreditRating,CreditRating,PrizmCode,Occupation
0,75.17,1144,82,0.25,5,227.9,41,12,18,2,2,0,0,7,0,4,4,4
1,79.67,846,75,1.24,0.7,186.6,41,6.3,14,1,1,0,0,0,0,3,2,4
1,104.98,390,40,0,0,71.2,17.7,1,14,2,2,0,0,7,0,2,4,4
1,33.59,40,45,0.25,0,5.5,2.7,0,18,1,1,0,0,6,0,2,1,4
0,80.93,1511,85,1.24,8.7,279.4,41,12,20,1,1,0,0,0,0,3,4,4
0,39.02,376,45,0,0.7,20,11.3,0,20,1,1,0,0,7,0,2,2,5
1,25.64,139,57,0,1,70.8,10.7,4,20,1,1,0,0,6,0,4,4,4
1,32.03,298,40,0,0.3,70,41,11.7,16,1,1,0,0,4,0,3,4,1
0,43.02,198,43,0,3.3,75.8,11,1,14,1,1,0,0,0,0,4,4,4
1,47.12,295,32,0,0,18.4,9.7,1.7,14,1,1,0,0,3,0,4,2,4
0,21.11,30,19,0,0,2.2,0.3,0,18,1,1,0,0,3,0,4,4,4
0,101.36,1606,90,1.24,0,389.9,41,12,18,2,2,0,0,4,0,3,3,4
0,30.07,46,30,0,0,5,5.3,4.7,20,2,2,0,0,7,0,2,4,5
0,88.01,363,85,0.74,0,54.2,0,0,14,2,1,0,0,0,0,4,3,4
0,58.97,1602,70,0.25,8,247,41,12,18,1,1,0,0,7,0,2,1,5
0,23.89,502,10,1.24,0,52.1,15.3,3,16,2,2,0,0,7,0,1,1,5
0,41.23,83,50,1.24,0,4.8,13.3,1.3,20,1,1,0,0,5,0,2,4,4
0,82.17,1181,87,0.74,1.3,379.4,41,12,18,1,1,0,0,3,0,4,2,4
0,50.4,79,50,0.25,0,12.8,14.3,7,20,1,1,0,0,7,0,4,3,5
1,53.44,9,60,0,0,1,0.3,0,14,1,1,0,0,3,0,2,2,4
0,58.06,511,55,0.5,9.3,18.5,27.7,3.7,14,2,1,0,0,7,0,2,2,5
0,40.05,195,50,0,0,0.3,3.3,0,18,1,1,0,0,7,0,2,2,5
1,37.64,166,45,0,0,41.7,7,0,14,1,1,0,0,7,0,2,1,5
0,39.72,784,45,0,2.3,54.5,39.7,2,18,1,1,0,0,0,0,2,4,4
1,21.56,329,25,0.33,2,99.6,20,7.7,16,2,2,0,0,6,0,2,4,4
0,46.7,53,40,0,0,0,0.7,0,14,1,1,0,0,7,0,2,2,4
1,55.9,211,50,0,0,0,0,0,18,1,1,0,0,1,0,2,3,4
1,54.99,444,60,0.74,0,74.2,31,0.3,18,1,1,0,0,5,0,2,1,2
0,51.81,298,50,0.25,0,120.6,21.7,4.3,20,1,1,0,0,0,0,2,4,4
0,64.59,89,80,0.74,0,21.1,1.3,1.3,16,2,2,0,0,7,0,2,2,4
1,93.25,735,88,1.24,5,140,21.7,8,16,1,1,0,0,0,0,4,4,4
1,89.47,422,30,0.25,0.7,183.3,31.7,7.7,16,2,1,0,0,0,0,3,1,4
0,97.73,569,95,0.5,1.3,77.7,31.3,12,16,2,2,0,0,7,0,2,4,5
0,32.79,216,40,0,0,34.5,17.3,0,18,1,1,0,0,7,0,4,2,4
0,34.42,155,10,0.25,0.7,31.5,25,10.3,14,2,2,0,0,7,0,2,4,4
1,43.62,159,54,0,0,6.1,10.7,0,20,2,1,0,0,6,0,2,4,5
0,69.99,492,70,0,0,211.6,8.7,1.3,16,2,2,0,0,7,0,2,2,4
1,142.52,1293,72,1.24,0.7,328,41,2,16,1,1,0,0,0,0,3,4,4
0,36.78,484,45,0,2,82.8,17.7,4.7,16,1,1,0,0,1,0,3,2,4
1,11.72,264,10,1.24,0,24.1,16.3,5,18,2,2,0,0,6,0,1,2,4
1,37.07,223,45,1.24,0.7,41.6,16.3,3.3,20,1,1,0,0,7,0,3,2,4
0,22.49,337,35,0,2.7,131.4,28.7,6.7,20,1,1,0,0,0,0,4,1,4
1,50.98,918,60,0.99,0,0,0,0,16,2,1,0,0,0,0,2,4,4
0,35.77,206,45,0,8.3,34.9,2.7,0,14,1,1,0,0,5,0,4,4,4
1,75.54,728,70,1.24,2,195.6,41,12,14,2,2,0,0,7,0,3,2,5
0,138.41,742,117,1.24,1.3,55.6,41,12,14,1,1,0,0,0,0,4,4,4
1,10.25,1040,10,0.25,1.3,235.3,41,12,18,2,2,0,0,7,0,2,2,5
0,30.61,82,30,0.25,2,9.2,2.7,0,18,1,1,0,0,0,0,4,2,4
1,90.61,121,24,0.25,4.3,10.7,6,0,16,1,1,0,0,7,0,2,4,2
0,54.38,988,60,0.5,0.7,576.1,41,12,14,1,1,0,0,0,0,4,4,4
1,57.61,437,45,0,0.3,51.1,7.7,2,20,1,1,0,0,0,0,2,4,4
0,14.15,131,12,0.74,0,16.8,17,3,16,1,1,0,0,6,0,4,2,4
0,19.99,5,20,0,0,0,0,0,18,1,1,0,0,2,0,2,3,4
0,41.27,615,50,0,0,185,41,12,14,2,2,0,0,3,0,1,2,4
1,61.91,79,70,0,0,8.6,4,2.3,16,2,2,0,0,0,0,1,1,4
0,110.24,269,120,0.25,0,21,0,0,20,1,1,0,0,7,0,2,4,4
0,42.88,1124,45,0.25,0.3,248.1,41,12,18,1,1,0,0,7,0,3,2,5
1,31.98,92,30,0,0,9,5.3,0.3,16,2,2,0,0,0,0,3,4,4
0,41.02,309,40,0,0,56.7,41,12,14,2,2,0,0,5,0,1,1,4
0,57.86,775,49,0,0.7,235.6,41,12,20,1,1,0,0,7,0,2,2,4
0,77.62,227,53,1.24,5.3,57.1,5.7,12,14,1,1,0,0,3,0,4,4,1
1,36.06,345,30,0,0,149.2,10.7,2.3,14,1,1,0,0,7,0,3,4,5
0,49.99,768,50,0,3.7,213.5,30.3,10.7,18,1,1,0,0,0,0,4,4,4
0,37.49,636,45,0,2,90.5,37.3,3.7,16,1,1,0,0,6,0,2,4,4
0,51.98,347,45,0,0,79,21,8,18,1,1,0,0,7,0,3,2,4
0,61.62,443,48,1.24,4.3,60.5,36,5.7,18,1,1,0,0,6,0,4,4,4
0,37.5,0,0,0,1.3,0,0,0,18,1,1,0,0,0,0,4,2,4
0,35.48,707,45,0,0,33.2,1,0,16,1,1,0,0,3,0,2,2,5
1,30.52,138,30,0,3.3,51.8,15,0.7,18,1,1,0,0,0,0,2,4,4
0,53.27,257,40,0,0,113.6,11,11,14,1,1,0,0,0,0,4,4,4
0,83.45,506,30,1.24,0,0,0,0,20,1,1,0,0,0,0,2,2,4
1,46.9,67,10,0.25,0,2.3,3.7,1.3,14,2,2,0,0,6,0,2,2,1
1,91.28,822,60,0.74,0,106.5,25,0.7,14,1,1,0,0,3,0,4,4,4
1,48.96,242,55,0,0.3,76.8,1,0,14,1,1,0,0,4,0,4,2,4
1,82.66,464,50,0,0,245.4,29,6,18,1,1,0,0,7,0,2,2,4
0,10,0,10,0,0,0,0,0,20,2,2,0,0,7,0,1,4,4
1,60.7,1027,63,1.24,5.3,407.1,41,12,16,2,2,0,0,7,0,4,4,4
1,51.88,386,69,0,1.7,33.6,32.7,3,14,1,1,0,0,7,0,2,2,5
0,58.38,460,35,0,5,55.4,10.7,2.3,14,1,1,0,0,2,0,4,4,4
0,38.14,302,40,0.25,0.7,152.4,18.3,4.3,20,1,1,0,0,0,0,2,2,4
0,35.94,236,30,0,0,50.6,8,0.3,16,1,1,0,0,3,0,2,2,4
1,55.48,404,60,0,0,0.2,2.3,0,20,1,1,0,0,6,0,4,4,4
0,9.5,14,10,0,0,6.5,0,0.7,20,2,1,0,0,0,0,3,4,4
0,68.06,421,63,0.74,2,117.1,27.7,12,18,1,1,0,0,0,0,4,4,4
1,44.59,211,30,0.25,0,28,39.3,9.3,14,1,1,0,0,7,0,2,2,5
1,62.92,238,64,0.5,0.3,25.5,6.7,0,14,1,1,0,0,1,0,2,3,4
1,38.83,216,30,0.5,0,29.2,5.3,0,20,1,1,0,0,7,0,2,2,4
1,31.94,60,40,0,0,0,1,0,16,1,1,0,0,0,0,2,4,4
0,35.77,233,35,0,0,82.2,16,4.3,20,1,1,0,0,4,0,3,2,4
1,107.35,990,52,0,8.3,239.2,37,8.7,14,1,1,0,0,7,0,4,4,1
0,35.99,242,35,0,1.7,44.4,20.3,6,16,1,1,0,0,0,0,4,4,4
0,26.89,685,10,1.24,0,34.4,26,4.7,18,2,2,0,0,0,0,4,4,4
0,51.08,402,40,1.24,0.3,84.5,40,7.3,14,1,1,0,0,3,0,3,4,4
1,29.4,153,30,0,1.3,0,0.7,0,14,1,1,0,0,7,0,2,4,4
1,78.98,840,60,0.99,0,259.8,40,12,20,2,2,0,0,7,0,3,4,4
0,81.98,830,75,0.99,0,186.1,31.3,12,20,1,1,0,0,7,0,4,4,4
0,45.36,359,45,0,0.3,82.8,28,0,14,1,1,0,0,5,0,4,4,4
0,114.94,1144,50,1.24,2.7,358.2,41,10,18,1,1,0,0,0,0,4,4,4
1,19.99,0,30,0,0,0,0,0,20,1,1,0,0,0,0,4,4,4
0,50.51,504,60,0,0,188.8,28,12,16,2,2,0,0,6,0,3,2,5
0,34.6,149,30,0.5,0,1.8,1,0,14,2,2,0,0,0,0,1,4,4
1,98.72,1272,95,1.24,6.3,381.4,41,12,18,1,1,0,0,2,0,4,2,5
1,32.37,51,20,0,0,11.6,2,0,14,1,1,0,0,4,0,2,3,4
0,1223.38,4304,60,0,14.3,149.8,2.3,0.7,16,1,1,0,0,0,0,4,4,4
0,86.19,1077,86,0.99,0,183.6,31.3,12,20,2,2,0,0,5,0,3,4,4
0,19.92,341,25,0.25,0,51.9,36.3,4.7,20,2,2,0,0,0,0,2,2,4
1,45.59,443,47,1.24,2,32.3,20.7,4.3,14,1,1,0,0,0,0,4,4,4
0,106.24,2253,110,0,1,1115.8,41,12,20,1,1,0,0,0,0,4,2,4
0,39.98,290,40,1.24,0,80.2,5.7,2.3,20,2,1,0,0,1,0,3,4,4
1,95.44,1041,10,0,2.7,472.2,41,12,16,2,2,0,0,6,0,1,2,4
0,40.44,686,34,0.25,0,197.3,41,12,18,1,1,0,0,6,0,4,4,5
0,88.92,978,92,1.24,0,322.6,29,12,18,2,1,0,0,0,0,1,4,4
1,30.76,209,40,0.74,0,11.7,2.7,0,18,1,1,0,0,4,0,2,2,4
1,160.78,936,60,0.99,0,199.6,41,0.7,20,1,1,0,0,6,0,2,2,5
0,91.11,242,105,0.25,0,16.6,3,1,14,2,2,0,0,7,0,2,4,4
0,50.59,284,60,0.25,0,23.5,11,0.7,20,1,1,0,0,6,0,2,1,4
0,53.39,366,45,0,3.3,42.3,14.3,0.7,14,1,1,0,0,6,0,3,4,4
0,50.79,404,45,1.24,2,19.6,14.7,0.3,16,1,1,0,0,5,0,2,4,4
1,27.73,190,26,0,1,90,10.7,0.7,20,1,1,0,0,0,0,4,2,4
0,22.99,1,20,0,0,0,0,0,20,1,1,0,0,6,0,2,4,5
1,14.54,36,10,0,0,5.3,5,0.7,18,2,2,0,0,6,0,2,3,4
0,46.07,258,30,0.25,0,63.4,3,4.7,16,1,1,0,0,5,0,4,3,4
0,30.24,57,30,0.25,0,3.7,3.3,1.7,20,1,1,0,0,6,0,2,4,5
0,19.99,3,20,0,0,0,0,0,20,1,1,0,0,7,0,2,2,5
0,100.44,640,40,0,0,363.9,20.7,12,16,1,1,0,0,0,0,4,4,4
0,44.84,109,30,0.25,0.7,20.8,4,0,18,1,1,0,0,7,0,3,1,4
0,78.24,1560,75,0,3.7,501.7,41,12,20,1,1,0,0,0,0,2,2,4
0,59.73,1044,26,0,2,338.1,41,12,16,1,1,0,0,3,0,4,4,4
0,30.36,235,40,0,0,34.6,14,6.3,14,2,2,0,0,3,0,4,1,4
1,20.17,2,30,0,0,0,1.3,0,14,2,2,0,0,0,0,3,2,4
1,15.07,83,10,0,0,16.1,3.3,0.7,16,2,2,0,0,7,0,2,3,4
0,42.62,301,40,0,0,133.1,6,1.7,18,1,1,0,0,2,0,2,4,4
0,34.07,64,40,0.5,0,14.3,5,0.7,18,1,1,0,0,6,0,2,4,5
0,46.51,201,30,0.25,0,16.1,10.7,0,18,1,1,0,0,7,0,2,2,5
1,102.56,873,87,0.99,1.7,194.7,37.3,6.7,18,2,1,0,0,0,0,3,4,4
0,54.07,279,30,0.25,0,36.3,32,6,16,1,1,0,0,4,0,2,2,4
0,73.49,376,54,0.25,1.7,122.7,41,12,14,2,2,0,0,5,0,2,4,4
1,10,0,10,0,0,0,0,0,16,1,1,0,0,7,0,2,4,4
0,51.8,711,60,0.74,0,205.7,34.3,12,16,1,1,0,0,0,0,2,4,4
0,68.88,103,30,1.24,0,20.9,3,2.3,16,2,2,0,0,6,0,2,2,4
0,39.24,679,36,0,0.3,113.7,41,7,18,1,1,0,0,1,0,2,4,4
1,47.23,344,32,0,0,61.2,6,3.3,16,1,1,0,0,0,0,4,2,4
0,10.09,116,10,0,0,11.3,2.3,7.3,14,2,2,0,0,7,0,1,2,5
1,34.83,102,35,0,0,0,0,0,18,1,1,0,0,7,0,2,4,4
1,10.09,190,10,0,0.7,0,4,0,14,2,2,0,0,7,0,2,4,4
1,90.23,1149,60,0.74,0.3,539.5,41,12,14,2,2,0,0,7,0,3,4,4
1,98.24,864,70,1.24,0,207.7,41,2.7,20,1,1,0,0,6,0,4,1,4
0,105.19,624,60,0.25,0,0,0,0,14,1,1,0,0,6,0,4,4,4
0,113.22,1027,71,0.99,0,323.4,36,4.7,16,2,2,0,0,7,0,2,2,4
0,79.68,1546,40,0.25,4,436.9,41,12,18,1,1,0,0,0,0,3,1,4
0,50.59,215,60,0,0,26.7,38.7,9.7,14,2,2,0,0,3,0,2,4,2
1,106.58,1050,50,0,0,366.7,41,12,14,2,2,0,0,0,0,3,4,4
0,12.29,162,14,0,0.7,118.6,12,1.3,20,1,1,0,0,7,0,4,4,4
0,29.99,131,30,0,0,3.2,4.3,0,18,2,2,0,0,0,0,2,1,4
1,51.99,184,50,0.25,0,5.7,2.7,0,16,1,1,0,0,5,0,4,3,1
0,10.25,57,10,0.25,0,0.9,2.3,0,16,2,2,0,0,7,0,3,2,4
1,79.24,694,85,0.99,3.7,84.8,40.3,4.7,20,2,2,0,0,0,0,4,4,4
0,42.33,226,45,0,0,32.5,3.3,0,20,1,1,0,0,7,0,4,4,4
1,52.97,702,70,1.24,10,365.3,41,12,20,1,1,0,0,6,0,4,4,4
1,75.67,520,75,0,0.7,117.2,13.3,4.3,14,1,1,0,0,6,0,4,4,4
1,70.93,1624,60,0,6,432.8,40.3,12,18,2,2,0,0,0,0,2,4,4
0,99.66,1249,72,1.24,1.7,439.3,41,12,20,2,2,0,0,6,0,2,4,4
0,51.23,288,50,1.24,4,85.9,19.7,12,16,2,2,0,0,6,0,3,4,4
0,31.73,167,30,0,0,12.2,4.7,0,16,1,1,0,0,7,0,3,2,5
0,199.18,2432,75,1.24,2,939.6,41,12,16,1,1,0,0,0,0,4,2,4
0,48.46,114,51,0,2.3,1.9,4,0,18,1,1,0,0,6,0,2,1,5
0,124.61,2202,85,0.99,10,375.3,41,12,14,1,1,0,0,4,0,4,1,4
0,106.99,1188,105,0,3.3,350.9,36.3,12,16,2,2,0,0,6,0,2,4,4
0,40.88,266,40,0,0,94,28.3,0,20,1,1,0,0,5,0,2,2,4
0,45.21,575,48,1.24,0,116.1,41,12,20,1,1,0,0,6,0,4,2,4
0,55.6,1960,60,0,9.7,275.5,24,12,16,1,1,0,0,1,0,2,4,2
1,29.99,89,30,0,0,3,14.3,0.7,20,2,2,0,0,7,0,2,2,4
1,18.74,116,30,0,7,20.3,2.7,0,16,1,1,0,0,0,0,2,1,4
0,60.53,246,79,0,1,44.4,8,3.7,14,2,2,0,0,7,0,2,2,4
0,10.3,44,10,0,0,15.6,1.3,1,20,2,2,0,0,6,0,3,4,5
0,106.11,301,34,0,0,31.5,2.3,0,18,1,1,0,0,4,0,4,3,4
0,23.04,72,22,0,0,14.3,6.7,4,16,1,1,0,0,6,0,3,4,4
0,76.26,229,75,0,0.3,25.9,37.3,7,16,2,2,0,0,4,0,2,4,4
1,130.83,463,40,1.24,0,227.2,9.7,0,18,1,1,0,0,7,0,2,2,4
0,49.99,310,60,0,0,92.6,41,12,18,1,1,0,0,7,0,2,4,4
0,50.22,52,60,0,0,11.3,2.7,1.3,18,2,2,0,0,5,0,2,2,4
0,57.52,355,30,1.24,2,59.9,11.7,0,13,1,1,0,0,6,0,4,3,4
0,35.77,427,45,0,0.7,89.1,8.7,2.3,16,1,1,0,0,0,0,4,2,4
0,34.99,412,45,0,0,15.6,6.7,0.7,20,1,1,0,0,6,0,2,4,4
1,82.04,392,60,0,0,99.2,8.3,6.7,20,2,2,0,0,6,0,2,2,2
1,31.65,86,40,0,0.3,19.1,19.3,7,18,2,2,0,0,2,0,2,4,4
0,62.71,723,70,1.24,1.3,80.2,18,8.3,14,1,1,0,0,7,0,4,4,4
0,35.83,217,45,0,0,47.7,12.3,3.3,14,2,2,0,0,7,0,2,2,2
1,11.77,668,10,0,0,177.2,41,12,14,2,2,0,0,4,0,2,4,5
0,191.29,2476,160,1.24,1.3,244.8,32.7,1,14,1,1,0,0,6,0,3,4,4
1,70.78,346,40,0.99,0,55.6,22,0.3,14,1,1,0,0,4,0,2,4,5
1,53.89,438,60,0.25,4.3,145.9,23.7,12,18,1,1,0,0,0,0,3,2,4
0,80.22,1630,74,0,5.3,642.2,41,12,16,1,1,0,0,4,0,4,4,4
0,79.97,990,40,1.24,0,101.6,13.7,0,20,1,1,0,0,0,0,2,2,4
0,95.71,699,40,0.25,0,84.5,41,12,18,2,2,0,0,7,0,3,1,4
1,34.72,66,30,0.25,0,2.9,1.3,0,16,1,1,0,0,4,0,3,3,2
0,85.45,953,75,1.24,2.7,306.2,12.7,5.3,14,1,1,0,0,0,0,4,1,4
1,63.7,54,5,0.25,1.3,0.2,0.7,0,14,1,1,0,0,4,0,4,1,2
1,163.8,456,50,0.25,1,66.5,12.3,0.7,16,1,1,0,0,4,0,2,4,4
0,56.2,1622,42,0.74,2.7,345.9,41,3,18,1,1,0,0,0,0,4,4,4
0,167.87,1397,95,0.5,0,297.6,24,1.7,16,1,1,0,0,7,0,3,1,4
0,24.91,28,30,0,0,0.5,1,1,20,1,1,0,0,6,0,2,2,4
0,80.39,832,75,0.5,0,0,0,0,14,1,1,0,0,2,0,4,2,4
0,29.99,120,30,0,0,0,0,0,20,1,1,0,0,4,0,2,4,5
1,40.76,233,40,0,0,10.8,9,0,14,1,1,0,0,6,0,2,2,4
1,57.15,536,50,0,0,266.5,10.7,2,16,1,1,0,0,5,0,2,2,4
1,96.43,873,60,1.24,3,260.8,36.7,8.7,16,1,1,0,0,6,0,2,3,4
0,56.68,463,68,0.74,2.3,117.4,17.3,3.7,18,2,2,0,0,6,0,4,2,4
1,52.26,269,40,0.74,0,38.2,2.3,0,20,1,1,0,0,5,0,2,4,4
0,40.06,334,40,0,0,174.6,24.3,12,20,1,1,0,0,7,0,4,4,4
0,37.99,228,30,1.24,0,47.1,18.3,7,16,1,1,0,0,7,0,2,4,4
1,38.65,448,35,0,11.3,207.4,28.3,12,14,1,1,0,0,0,0,3,4,4
0,47.49,191,60,0,0,8.5,4,0.7,16,2,2,0,0,4,0,3,1,5
0,251.28,1848,61,0.25,1,515.9,41,12,16,1,1,0,0,6,0,3,2,4
1,56.78,795,60,0,0,316.2,17.7,12,18,2,2,0,0,7,0,2,2,4
1,47.49,756,60,0,0.3,232.5,24.3,12,20,1,1,0,0,3,0,4,4,5
1,126.5,2291,110,1.24,7.7,613.5,19.3,1.7,16,2,1,0,0,0,0,4,2,4
0,31.39,884,45,0,10.3,134,27,6,20,1,1,0,0,6,0,3,2,4
0,55.8,460,57,1.24,1,82.5,7.3,0,16,1,1,0,0,6,0,2,1,5
1,30.48,33,40,0.5,0,6.2,0,0.7,18,1,1,0,0,7,0,2,1,4
0,10,65,10,0,0,0,0,0,20,2,2,0,0,7,0,1,2,4
0,10,132,10,0,0,10.7,0.7,0,18,2,2,0,0,6,0,2,2,4
1,49.31,263,30,0.25,0,162.1,15,12,20,2,2,0,0,0,0,4,2,4
1,70.11,664,34,0,0,387.4,27,4.7,18,2,1,0,0,0,0,4,1,4
1,16.55,1,22,0,0,0,0,0,14,2,1,0,0,5,0,1,2,5
0,46.62,0,46,0,0,0,0,0,14,1,1,0,0,0,0,2,2,4
0,100.31,904,64,0.5,0.3,221,41,9,14,1,1,0,0,5,0,4,4,5
1,33.45,289,10,1.24,4.7,50.8,37,8,20,2,2,0,0,5,0,3,4,1
0,29.99,4,30,0,0,0,0.3,0,18,1,1,0,0,4,0,3,4,4
0,77.44,565,40,0.74,0,98.1,26.7,1.7,20,2,1,0,0,7,0,2,2,4
1,79.06,1007,50,0.25,9,444.9,2,1.3,14,2,2,0,0,2,0,2,4,4
0,39.42,273,34,0,0,52.4,8.7,1.3,14,1,1,0,0,5,0,4,4,4
0,103.27,444,76,1.24,1.3,33.2,5,0,14,1,1,0,0,0,0,4,1,4
1,29.29,128,30,0,0,20.4,12,7.3,14,1,1,0,0,0,0,4,1,4
0,18.7,355,12,0,0,49.4,17,1.7,14,2,2,0,0,6,0,2,3,4
0,35.45,172,30,0,0,38.1,21.3,6.3,14,2,1,0,0,6,0,2,2,4
0,37.96,168,30,0,2.3,0,0.7,0,14,1,1,0,0,6,0,2,2,5
0,55.53,510,50,1.24,0.7,126.3,15,1.7,20,1,1,0,0,7,0,4,4,5
1,53.79,410,50,0,0,80.8,19,12,14,1,1,0,0,6,0,2,4,5
0,61.99,711,57,0.74,0,133.4,20,1,18,1,1,0,0,7,0,3,2,4
0,86.83,559,104,0,4,88.8,26.3,11.7,16,1,1,0,0,0,0,4,2,4
1,61.13,364,40,1.24,0,125.7,28,9.3,14,1,1,0,0,3,0,4,1,4
0,44.59,294,30,0,0,11.4,1.7,0,16,1,1,0,0,7,0,4,4,4
0,87.21,410,40,0,0,135.6,10.3,0.7,18,1,1,0,0,0,0,4,2,4
1,30.26,27,30,0,0,7.3,0,0,14,2,1,0,0,6,0,3,4,4
0,55.07,746,50,0,0,206.8,41,10.7,14,2,2,0,0,7,0,2,2,5
0,119.29,1133,75,1.24,2,74.2,41,11,16,1,1,0,0,0,0,4,3,4
1,39.15,378,45,0.5,5.3,55.4,20,3.7,14,1,1,0,0,7,0,3,4,4
0,156.2,1364,72,1.24,0,243.4,41,12,14,2,2,0,0,7,0,3,2,4
1,35.34,361,45,0.25,0,36,14,6.7,18,1,1,0,0,3,0,4,2,4
1,29.99,104,40,0,0,8.5,3.7,0,18,2,1,0,0,6,0,2,1,4
0,53.24,394,60,0,0.7,62.4,41,9.7,16,2,1,0,0,0,0,4,4,4
0,39.99,242,40,0,0,49,20,5,16,2,1,0,0,0,0,2,4,4
0,50.89,362,50,0,0,80.7,28.3,1.3,14,2,1,0,0,7,0,2,1,4
0,10.09,40,10,0,0,1,28.7,2.3,14,2,2,0,0,7,0,3,2,5
0,36.97,339,45,1.24,0,50.7,4.3,5,20,2,2,0,0,7,0,2,1,5
0,171.17,1583,81,1.24,4.7,402.7,41,12,16,1,1,0,0,0,0,4,2,4
1,13.44,97,10,0,0,5.6,1,0.3,14,2,2,0,0,3,0,2,4,1
0,28.65,124,30,0,0,9.7,2.7,0.3,16,2,2,0,0,2,0,2,2,5
0,35.93,226,30,1.24,0,37.2,10.7,0.3,14,1,1,0,0,7,0,4,4,4
0,29.4,190,30,0,0,36.8,2,0.3,16,2,1,0,0,7,0,2,1,4
0,67.98,478,70,0,2.3,117.7,14.7,3,16,2,2,0,0,0,0,4,2,4
0,20.23,331,5,0,3.3,107.6,41,12,18,2,2,0,0,0,0,4,4,4
1,32.02,67,30,0,0,1.3,5.7,0,16,1,1,0,0,5,0,2,4,5
0,29.99,94,30,0,0,1.3,2,0,18,1,1,0,0,5,0,2,4,4
0,106.18,1361,78,0,0,168.2,20.7,9.3,18,2,1,0,0,2,0,3,4,4
0,19.99,9,20,0,0,0.1,1,0,18,1,1,0,0,4,0,2,4,4
0,31.49,153,40,0.25,0.3,17.3,10,0,18,1,1,0,0,7,0,2,4,1
0,67.73,536,42,0,3.7,136.8,41,4,20,1,1,0,0,0,0,2,4,4
0,106.28,1596,56,1.24,5,417,41,12,14,2,1,0,0,7,0,2,2,5
0,59.99,244,60,0,0,33.2,20.3,3,20,2,2,0,0,0,0,2,4,4
0,90.6,1143,95,0.5,0.3,467.2,41,12,16,2,2,0,0,4,0,2,4,4
1,40.91,203,15,0.5,0.3,3.6,8,0.7,18,1,1,0,0,6,0,4,4,4
1,50.03,350,58,1.24,0,108.5,18,2.3,18,1,1,0,0,0,0,4,4,4
0,115.25,1414,60,0.5,13,370.8,41,12,14,1,1,0,0,7,0,2,4,4
0,66.3,779,60,1.24,2.7,285.8,41,3.3,18,2,1,0,0,0,0,4,1,4
1,20.18,12,20,0,1.3,0,0,0,18,2,2,0,0,6,0,1,3,4
0,64.67,784,57,1.24,0.3,133.1,34.3,4.3,18,2,1,0,0,0,0,1,4,4
0,50.83,617,60,0,2.3,100.6,28.3,3.3,20,1,1,0,0,0,0,2,1,4
1,34.99,239,45,0,0,4.2,8.7,0.7,18,2,2,0,0,6,0,1,2,4
0,50.24,279,60,0.25,0,10.5,7.7,0,18,1,1,0,0,7,0,4,1,4
1,50.73,355,40,0.5,0.7,71.5,24.3,1,14,2,1,0,0,6,0,1,4,4
0,32.49,253,45,0,0.7,0.5,8.3,0,18,2,1,0,0,7,0,3,4,4
0,61.5,270,55,0.99,1.7,35,12.3,2.7,16,1,1,0,0,6,0,4,3,5
0,19.65,696,10,1.24,0.3,69.7,41,11.7,18,2,2,0,0,5,0,2,4,4
1,40.35,0,50,0,0,0,0,0,14,1,1,0,0,4,0,4,4,4
0,89.41,1612,84,1.24,13.7,554.4,41,12,18,1,1,0,0,7,0,4,4,4
1,61.21,812,50,0.25,0.7,306.3,41,3.3,16,1,1,0,0,1,0,3,4,4
0,46.01,250,38,0.25,0,90.3,14,2.7,16,2,1,0,0,6,0,4,2,5
1,111.92,709,50,1.24,1.3,98.4,41,12,14,1,1,0,0,7,0,4,1,4
0,42.69,1602,50,0.5,10,295.1,41,12,20,1,1,0,0,7,0,2,2,4
0,53.22,176,60,0,0,3.8,3,0,16,2,2,0,0,7,0,2,4,5
0,57.97,796,60,0.25,22.3,136.9,41,12,14,1,1,0,0,4,0,2,1,1
1,115.31,1057,60,0.5,0,417.4,21.3,2,16,1,1,0,0,0,0,4,4,4
0,76.31,545,10,0,0,3.3,6,0,14,2,2,0,0,6,0,2,4,5
0,64.67,696,60,0.99,1.7,240.8,23.7,12,14,1,1,0,0,6,0,4,2,5
0,74.29,393,30,0.99,0,99.2,41,12,18,1,1,0,0,4,0,3,4,2
0,85.8,951,52,0.99,2.7,222.8,41,12,14,2,2,0,0,5,0,2,2,5
0,30.03,87,30,0,0,34.7,6.3,1.7,20,1,1,0,0,7,0,4,2,4
0,31.51,445,10,1.24,0,38.1,25.3,4.7,18,2,2,0,0,7,0,2,2,4
0,78.14,922,95,0,0,210.2,38.7,12,16,2,2,0,0,7,0,2,2,4
1,36.33,107,30,0,0,0.6,1,0,20,1,1,0,0,7,0,2,2,5
1,102.97,806,100,1.24,0.3,135.7,41,12,16,1,1,0,0,7,0,3,4,4
1,52.17,660,65,1.24,0,318.1,25.7,12,14,1,1,0,0,7,0,4,2,4
0,34.25,229,30,0,0,74.6,21,9,14,1,1,0,0,7,0,3,1,5
0,103.46,2072,85,1.24,2,198.9,18.7,3.7,14,2,2,0,0,5,0,4,2,4
